source,target
lambs,भेड़ के बच्चे
prefers,पसंद
supposes,दबा देता है
circumference,परिधि
preposterous,निरर्थक
salt,नमक
girlish,भोली
moindre,विलाप करना
regardant,संबंध रखनेवाला
vad,वद
vroeg,व्रज
ladies',महिलाओं '
vrouw,जगाया हुआ
outrageous,अपमानजनक
vie,होड़
Buffalo,भेंस
Deux,ड्यूक्स
Dicky,घोड़ी
Universal,यूनिवर्सल
individual,व्यक्ति
sap,पौधों का रस
superstitions,अंधविश्वासों
nae,ना e
salutary,लाभदायक
savings,जमा पूंजी
Kraft,क्राफ्ट
prolong,लम्बा
combining,का मेल
Corinth,कोरिंथ
hungry,भूखे पेट
Gardens,गार्डन
caress,दुलार
hänet,hā¤net
indifference,उदासीनता
lovingly,प्यार से
repose,विश्राम
soul's,आत्मा का
ills,बीमारियों
independence,आजादी
Nice,अच्छा
Richard,रिचर्ड
pier,घाट
Agatha,AGATHA
strayed,भटका हुआ
Atlanta,अटलांटा
flint,चकमक
province,प्रांत
scarcity,कमी
wilful,खुदराय
Cure,इलाज
Lizzie,लीसी
emerging,उभरते
redoubled,फिर से किया हुआ
fini,बारीक
insisting,जोर
joke,मज़ाक
rally,रैली
stroked,stroked
cement,सीमेंट
resta,रेस्टा
vol,वॉल
turmoil,उथल-पुथल
privacy,एकांत
Stanton,स्टैंटन
veille,वीली
demeanour,आचरण
perusal,अध्ययन
remained,बने रहे
reversed,औंधा
Superior,बेहतर
dying,मौत
crave,लालसा
unsettled,अस्थिर
wirklich,Wirklich
jerk,झटका
pallor,पीलापन
stealthily,छिपकर
meditating,मनन करना
Speaker,वक्ता
span,अवधि
wintry,सर्दी
Ile,इले
quoique,विचित्र
Niagara,नियगारा
levied,लगाया
beings,प्राणियों
hoc,हॉक
twinkle,टिमटिमाहट
localities,बस्तियों
puisse,उपहास करना
Pan,कड़ाही
imprudent,ढीठ
sarcasm,ताना
Christianity,ईसाई धर्म
most,अधिकांश
Lafayette,Lafayette
gayly,समलैंगिक
Prayer,प्रार्थना
attitudes,व्यवहार
turned,बदल गया
exploring,तलाश
four,चार
leaps,कई
tackle,पकड़ना
portait,चित्र
chemistry,रसायन विज्ञान
gan,गण मन
infamy,बदनामी
pursuit,पीछा
dictate,हुक्म
flute,बांसुरी
Savannah,सवाना
augmented,संवर्धित
exiled,निर्वासित
oncle,भाई
pervaded,व्याप्त
route,मार्ग
scout,स्काउट
Plutarch,प्लूटार्क
Republic,गणतंत्र
criticisms,आलोचनाओं
experimental,प्रयोगात्मक
petals,पंखुड़ियों
uniforms,वर्दी
Rat,चूहा
confines,किनारा
Ball,गेंद
Medical,मेडिकल
Priest,पुजारी
Tiberius,तिबरियस
heedless,असावधान
refused,मना कर दिया
remonstrance,प्रतिवाद
crumbling,ढहती
opinions,राय
sins,पापों
swarming,झुंड
Yo,यो
feasts,दावतें
cheque,जाँच
haste,जल्दी
Goldsmith,सुनार
cloth,कपड़ा
contradictory,असंगत
indifferently,उदासीनता से
outlined,उल्लिखित
XX,XX
conveniently,आसानी से
exaltation,उमंग
gowns,गाउन
tragedies,त्रासदियों
Ship,समुंद्री जहाज
vocabulary,शब्दावली
maid,नौकरानी
swine,सुअर
shuddering,सिहरन
unhappily,दुख
Browne,ब्राउन
Meeting,मुलाकात
digits,अंक
greed,लालच
theatre,थियेटर
tremor,भूकंप के झटके
nave,नैव
clamour,कोलाहल
infants,शिशुओं
forenoon,पूर्वाह्न
interrupted,बाधित
onion,प्याज
pitiless,निष्ठुर
worrying,चिंता
Li,ली
slain,मारे गए
gayety,समलैंगिक
congratulations,बधाई हो
disabled,विकलांग
enchanting,करामाती
leg,टांग
thicker,मोटा
mission,मिशन
warmest,सबसे गरम
Reginald,रेजिनाल्ड
Returning,रिटर्निंग
examinations,परीक्षाओं
Proofreaders,प्रूफरीडर्स
engaged,व्यस्त
sages,संतों
amber,अंबर
stiffly,कडाई से
yn,Y n
oratory,वक्तृत्व
everyday,हर दिन
rocking,कमाल
tarry,बासना
Stimme,उत्तेजना
Balzac,बाल्जाक
grate,जाली
poi,पोई
inexperienced,अनुभवहीन
lb,LB
impassioned,आवेगहीन
geste,Gesté
laissa,laissa
tout,टाउट
clapping,ताली बजाने
gallows,फांसी
practising,अभ्यास
sadly,अफसोस की बात है
must,जरूर
oranges,संतरे
sarcastic,कटु
fasting,उपवास
polish,पोलिश
Parson,पादरी
'ere,ere थे
sensuous,कामुक
Officers,अधिकारियों
großen,groÃ groen
automatic,स्वचालित
hollows,उनके खोखले
Father,पिता
Mont,मोंट
Bavaria,बवेरिया
geological,भूवैज्ञानिक
Lyon,ल्यों
can't,नहीं कर सकते हैं
divides,विभाजित
jota,जटा
unwelcome,अनिष्ट
Alle,सभी
andre,आंद्रे
priesthood,पुजारी
sometimes,कभी कभी
foretold,पहले से ही बताया
natural,प्राकृतिक
President,अध्यक्ष
kindest,दयालु
Seneca,सेनेका
allt,सभी टी
moest,मूस
Rich,धनी
Crawford,क्रॉफर्ड
Toby,टोबी
sate,पूरा करना
greetings,अभिवादन
juuri,जूरी
overseer,ओवरसियर
Vivian,विवियन
capitals,राजधानियों
resounded,फिर से शुरू हुआ
Donna,डोना
liberally,उदारतापूर्वक
Colonial,औपनिवेशिक
quotes,उद्धरण
cesse,उपकर
beast,जानवर
conclusive,निर्णयात्मक
Sovereign,प्रभु
chimneys,चिमनी
murders,हत्या
STORY,कहानी
qualities,गुणों
shewn,शॉन
chest,छाती
betook,शर्त लगाई
effectively,प्रभावी रूप से
unnoticed,किसी का ध्यान नहीं
wrap,चादर
anxieties,चिंताओं
consumer,उपभोक्ता
papier,कागज
Patience,धीरज
slept,सो गया
blinding,चकाचौंध
grossen,सकल
vengeance,प्रतिशोध
curl,कर्ल
Nell,नेल
diseased,रोगी
classed,वर्गीकृत
monkeys,बंदरों
noon,दोपहर
Cora,कोरा
Thoughts,विचारों
naming,नामकरण
traitors,धोखेबाज
filial,बेटा-संबंधी
dog's,कुत्ते
succour,परेशानी में सहायता
thigh,जांघ
Samson,सैमसन
Merlin,एक प्रकार का बाज़
destroys,नष्ट कर देता है
desertion,परित्याग
entreaty,विनती
leafy,पत्तेदार
walled,दीवारों
jug,सुराही
pricked,चुभ
cottage,कुटिया
pen,कलम
therein,यहां
accepted,स्वीकार किए जाते हैं
wand,छड़ी
carpets,कालीन
invaluable,अमूल्य
vil,विल
Orders,आदेश
sad,उदास
threatens,की धमकी
boisterous,उद्दाम
receiver,रिसीवर
Bay,खाड़ी
revelations,खुलासे
ritual,अनुष्ठान
beauteous,अलबेला
curb,नियंत्रण
standpoint,दृष्टिकोण
bends,झुकता
ferme,फरमाया
horrified,भयातुर
LOVE,प्रेम
deputation,नियुक्ति
water's,पानी का
openings,उद्घाटन
ardently,जोशीला रूप से
conjectures,अनुमान
mark,निशान
dint,प्रहार
imports,आयात
rabble,भीड़
beak,चोंच
Navarre,Navarre
degrading,अपमानजनक
imaginable,कल्पनीय
weaken,कमजोर
cost,लागत
fallen,गिरा हुआ
Shaw,शॉ
everybody,हर
distant,दूर
fail,विफल
misled,गुमराह
brake,ब्रेक
hurts,दर्द होता है
latter's,बाद का
adhered,पालन
beamed,प्रसारित
kindle,प्रज्वलित करना
Files,फ़ाइलें
attainment,प्राप्ति
haette,पड़ाव
uncouth,गंवार
WE,हम
converts,धर्मान्तरित
grind,परिश्रम के साथ अध्ययन
swarmed,झुंड
belief,धारणा
delays,देरी
foolishly,मूर्खता से
silks,रेशम
'T,'टी
Orlando,ऑरलैंडो
succeeded,सफल हुए
variable,परिवर्तनशील
Sebastian,सेबास्टियन
archives,अभिलेखागार
butterflies,तितलियों
easiest,सबसे आसान
blacksmith,लोहार
clash,संघर्ष
countryman,देशवासी
jelly,जेली
Ã©tait,Ã © टैट
Chopin,चोपिन
Off,बंद
'm,'म
constitution,संविधान
nec,नेक
salutation,अभिवादन
routed,कराई
chatting,बातें
deed,कर्म
muster,मस्टर
Winifred,विनिफ्रेड
commencing,शुरू
Rise,वृद्धि
her.',उसके।'
listener,श्रोता
sooth,हक़ीक़त
views,विचारों
ennemis,इनेमिस
explicit,मुखर
descriptive,वर्णनात्मक
spells,मंत्र
Affairs,कार्य
yore,गया काल
Impossible,असंभव
blinds,अंधा
legacy,विरासत
pitying,अफ़सोस करना
relieving,राहत
share,शेयर
victuals,अन्न
Everyone,हर कोई
proffered,proffered
idée,इडा © ई
uppermost,ऊपरवाला
strangest,अजीब
sweeps,स्वीप
treatment,इलाज
Deacon,डेकन
excesses,ज्यादतियों
policemen,पुलिसकर्मियों
Present,वर्तमान
attends,में पढ़ता
está,एस्टा
lids,पलकों
terminate,समाप्त
Talbot,टैल्बट
exchanging,का आदान प्रदान
freezing,जमना
gem,रत्न
fragile,नाज़ुक
objects,वस्तुओं
downcast,खिन्न
victor,विजेता
concentrate,ध्यान केंद्रित
impotent,नपुंसक
may,मई
encampment,पड़ाव
members,सदस्यों
protesting,विरोध कर
Isaiah,यशायाह
cabins,केबिनों
falsely,झूठा
omnibus,Omnibus
appellation,पदवी
unlocked,अनलॉक हो गया है
haunting,भूतिया
Legion,सैन्य टुकड़ी
halting,लंगड़ा
vigilant,जागरूक
dizzy,चक्कर
staggering,चक्कर
California,कैलिफोर्निया
Davy,डेवी
impression,प्रभाव
neben,नेबेन
southwest,दक्षिण पश्चिम
zelf,zelf
Frank,खुलकर
fictitious,काल्पनिक
hain't,नहीं है
incur,अपने ऊपर लेना
range,रेंज
illegal,अवैध
darkly,अंधेरे में
impulsive,आवेगशील
meanness,दरिद्रता
pitcher,मटकी
maintains,का कहना है
Peters,पीटर्स
Watch,घड़ी
concludes,निष्कर्ष निकाला है
original,मूल
riddle,पहेली
Dover,डोवर
verre,क्रिया
Thornton,थार्नटन
grades,ग्रेड
nourished,पोषित
biscuit,बिस्कुट
fringed,वृक्षों
metaphysical,आध्यात्मिक
passport,पासपोर्ट
Publications,प्रकाशनों
neighbourhood,अड़ोस - पड़ोस
shedding,सायबान
'cause,'कारण
Arctic,आर्कटिक
Herren,बगुला
childhood,बचपन
lark,लवा
Exactly,बिल्कुल सही
Om,ओम
Pleasure,अभिराम
ez,ईज़ी
Waterloo,वाटरलू
hairy,बालदार
lies,झूठ
zusammen,zusammen
gloire,ग्लानी
Dass,दास
harshly,कठोरता से
quoting,के हवाले
succeed,सफल होने के
tub,टब
Milton's,मिल्टन का
poised,की ओर अग्रसर
l'enfant,l'enfant
niitä,niitÃ¤
affront,अपमान
vestibule,बरोठा
Quelle,Quelle
percent,प्रतिशत
underlying,आधारभूत
stalk,डंठल
assassination,हत्या
allons,अलोन
key,चाभी
Eyes,आंखें
hurricane,तूफान
tombe,कब्र
Arm,बांह
deceiving,धोखा देना
David,डेविड
Quel,क्वेल
abbe,'अब्बे
heave,उसांस
rebuked,डांटा
tolerated,सहन
awake,जाग
denies,से इनकार करते हैं
Brief,संक्षिप्त करें
aunt,चाची
sq,वर्ग
griefs,दुख
mucho,बहुत कुछ
summer's,गर्मियों का
distinction,भेद
Wahrheit,वाहरहित
Fresh,ताज़ा
fa,पिता
stamping,मुद्रांकन
coeur,Coeur
inter,इंटर
lieber,झूठ बोलने वाला
spade,कुदाल
Living,जीवित
anarchy,अराजकता
forfeit,ने खो दिया
mortgage,बंधक
mia,एमआईए
remnants,अवशेष
crews,कर्मचारियों को
Denis,डेनिस
winter's,सर्दी का
emerge,उभरना
truest,सच्चा
moderately,मध्यम
piazza,बाज़ार का मैदान
annoying,कष्टप्रद
creatures,जीव
freshly,हाल में
braves,ब्रेव्ज़
burying,दफन
grazing,चराई
minister,मंत्री
Masters,मास्टर्स
paljon,पालजोन
pleasant,सुहानी
employed,कार्यरत
hielt,बछेड़ा
natives,मूल निवासी
FALSE,असत्य
spurred,प्रेरित
Florentine,फ्लोरेंटाइन
accusations,आरोपों
distraction,व्याकुलता
frosty,ठंढा
Advocate,वकील
Israelites,इस्राएलियों
mane,अयाल
miscellaneous,कई तरह का
courteously,शिष्टता से
fosse,नहर
sideways,बग़ल में
bulls,बुल्स
moor,दलदल
exploded,विस्फोट
provoking,अफ़सोसनाक
croyait,कुटिलता
martyrdom,शहादत
repeal,निरसन
Gladys,ग्लेडिस
Snow,हिमपात
allez,एलीज़
mythology,पौराणिक कथा
needles,सुइयों
rumours,अफवाहें
Flemish,फ्लेमिश
Says,कहते हैं
Bah,बाह
Geography,भूगोल
amends,हरजाना
Cid,सीआइडी
Syrian,सीरियाई
ethics,आचार विचार
injunction,निषेधाज्ञा
repelled,पीछे धकेल
boarded,सवार
fastidious,दुराराध्य
ordinances,नियम
sons,बेटों
weaving,बुनाई
Rest,आराम
Silent,मूक
characters,पात्र
classification,वर्गीकरण
revision,संशोधन
somme,सोम्मे
trouvé,पतलूनवाला ©
bargain,मोल तोल
consciences,विवेक
operations,संचालन
selber,सेलेबर
Rudolph,रूडोल्फ
exhausted,थक
snuff,सुंघनी
obstinately,हठपूर्वक
fathom,थाह लेना
Bertha,बेड़सा
Estate,जायदाद
Bennett,बेनेट
blieb,Blieb
reproduce,पुन: पेश
fern,फ़र्न
daylight,दिन का प्रकाश
havoc,नाश
mainland,मुख्य भूमि
slaughtered,बलि
doin',दून
farther,आगे
pail,बाल्टी
vacancy,रिक्ति
allem,उपमा
bass,बास
provinces,प्रांतों
smite,हराना
circling,चक्कर
dyed,सारंग
imagine,कल्पना कीजिए
lacks,का अभाव
Saints,साधू संत
digest,संग्रह
widows,विधवाओं
darting,तेज़
Newport,न्यूपोर्ट
embark,प्रारंभ
roadside,सड़क के किनारे का
Olga,ओल्गा
drunkenness,मादकता
embarrassing,शर्मिंदा
quotations,कोटेशन
quickness,वेग
blonde,गोरा
congress,कांग्रेस
throb,धड़कन
toleration,सहनशीलता
Richard's,रिचर्ड की
gallantly,मर्दानी
strengthening,को सुदृढ़
Lives,रहता है
forbearance,सहनशीलता
horses',घोड़े '
indefatigable,अथक
excited,उत्साहित
guten,आंत
toiling,मेहनत
appetites,भूख
grumbled,शिकायत
mercantile,व्यापारिक
puede,चितकबरा
tapping,दोहन
Philip,फिलिप
fled,भाग गए
click,क्लिक
Barnabas,बरनबास
connais,कनानी
track,धावन पथ
Called,बुलाया
Christian,ईसाई
Speech,भाषण
port,बंदरगाह
renounced,त्याग
bien,बिएन
superiors,वरिष्ठ अधिकारियों
crashing,क्रैश होने
Bread,रोटी
abiding,स्थायी
ballads,गाथागीत
unlawful,ग़ैरक़ानूनी
devotion,भक्ति भाव
exploration,अन्वेषण
inspected,निरीक्षण
auquel,auquel
pamphlets,पर्चे
Mexicans,मेक्सिको
discovers,पता चलता है
dye,रंग
moyens,मोयेंस
ramparts,प्राचीर
Capitol,कैपिटील
letzten,लेटजेन
pierre,पियरे
Wouldn't,नहीं
apprehensive,भयभीत
plaats,पट्टिका
slower,और धीमा
Man,आदमी
gaze,निगाहें
punishments,दंड
tirer,छेड़ने वाला
Brigade,ब्रिगेड
lap,गोद
K,क
nailed,कील ठुका
square,स्क्वायर
vas,वीएएस
Revolutionary,क्रांतिकारी
risked,जोखिम में डाला
bailiff,कारिदा
digestion,पाचन
hero,नायक
sandstone,बलुआ पत्थर
sovereign,प्रभु
ye,तु
Koran,कुरान
Stories,कहानियों
encore,दोहराना
grounds,मैदान
rejection,अस्वीकार
retains,बरकरार रखती है
thanks,धन्यवाद
undoubted,असंदिग्ध
childlike,बच्चों का सा
flask,फ्लास्क
tapestry,टेपेस्ट्री
wast,अपव्यय
immoral,अनैतिक
troupes,मंडलियों
Arabella,अरबेल्ला
Pa,देहात
ab,अब
qué,quÃ ©
sentry,पहरेदार
Thirty,तीस
eacute,गरुड़
manufacturers,निर्माताओं
reminiscences,संस्मरण
missions,मिशनों
graduated,स्नातक की उपाधि प्राप्त
invaders,आक्रमणकारियों
Grund,ग्रुंड
Somerset,उलट-फेर
adjust,समायोजित
hapless,अभागी
sulphur,गंधक
terra,धरती
beach,बीच
causa,कौसा
gaudy,भड़कीला
brim,किनारा
meines,माइनस
membership,सदस्यता
opposition,विरोध
Hiram,हीराम
aerial,हवाई
page,पृष्ठ
stimulating,उत्तेजक
Annette,एनेट
host,मेज़बान
indistinct,अस्पष्ट
Constitution,संविधान
SEÃOR,SEORƒOR
collapse,ढहने
Hebrews,इब्रियों
choicest,उत्तम
figures,आंकड़ों
incidentally,संयोग से
level,स्तर
rigging,हेराफेरी
salvation,मोक्ष
willows,विलो
consciously,जान-बूझकर
enchantment,आकर्षण
greasy,चिकनी
hamlet,छोटा गांव
warning,चेतावनी
destinies,नियति
ry,ry
witches,चुड़ैलों
bequeathed,वसीयत
oss,ओएसएस
visitor,आगंतुक
jeter,जेटर
constitutions,संविधानों
e,इ
ignorance,अज्ञान
nightmare,बुरा सपना
steaming,गुस्से
Gallery,गेलरी
depicted,दर्शाया
Arms,हथियारों
fibre,रेशा
loathsome,वीभत्स
myth,कल्पित कथा
Jetzt,जेटटेस्ट
Manners,शिष्टाचार
thickets,झाड़ियों
boots,बूट्स
pauses,रुक जाता है
axis,एक्सिस
corpses,लाशों
wuerde,Wuerde
XIX,उन्नीसवीं
feel,मानना
spheres,क्षेत्रों
Winston,विंस्टन
verbs,क्रियाएं
gloom,उदासी
Industrial,औद्योगिक
assassin,हत्यारा
encircled,घेर लिया
flowery,लच्छेदार
ajouta,अंजुता
assailants,हमलावरों
mortified,अपमानित
nearer,नजदीक
'if,'अगर
Angela,एंजेला
Bailey,आंगन
Stelle,स्तेल्ले
Carrie,कैरी
Geld,नपुंसक बनाना
agencies,एजेंसियों
cinquante,Cinquante
forge,फोर्ज
tässä,tā¤ssÃ¤
helplessly,असहाय होकर
sensibly,समझदारी से
Oak,बलूत
Recht,रीछ
hospital,अस्पताल
praising,की तारीफ
waere,वेरी
nonsense,बकवास
scanned,स्कैन किया
Andre,आंद्रे
inhuman,अमानवीय
s,रों
weak,कमज़ोर
Id,ईद
ebb,अवनति
speck,कलंक
formed,का गठन
rowing,रोइंग
suffer,भुगतना
title,शीर्षक
bones,हड्डियों
cigarettes,सिगरेट
Phoebe,चांद
barbarian,जंगली
musique,musique
absorption,अवशोषण
olden,प्राचीन
arriva,Arriva
eerste,जल्दबाजी
simply,केवल
farewell,बिदाई
Fruit,फल
armchair,बंहदार कुरसी
blockade,नाकाबंदी
gesehen,गीसेन
shrub,झाड़ी
winters,सर्दियों
Melmotte,मेलमोटे
Porque,पोर्क
clergymen,पादरियों
ordres,ऑर्डर्स
patrons,संरक्षक
'ad,'विज्ञापन
Fleda,बह गया
finances,वित्त
Vernunft,वर्नाफ्ट
flocked,आते रहे
marvelled,बड़ा आश्चर्य हुआ
recording,रिकॉर्डिंग
Bohemian,बोहेनिया का
Nautilus,नॉटिलस
abstraction,मतिहीनता
Pas,सहूलियत
prince's,राजकुमार का
Sprache,मोच
Wade,उतारा
uniformity,वर्दी
godly,धार्मिक
commissioner,आयुक्त
disappearing,गायब
hoofd,खुर
lad,बालक
Series,श्रृंखला
Sonne,सोनने
n'avaient,n'avaient
Adj,समायो
monastic,मठवासी
organize,व्यवस्थित
Best,श्रेष्ठ
auf,auf
framework,ढांचा
runaway,भाग जाओ
sketched,स्केच
hastily,जल्दी से
shameless,बेशर्म
accosted,टोका
aquella,एक्वाला
edict,अध्यादेश
dagen,डेगन
relentless,दयाहीन
flanks,फ्लैंकों
speakers,वक्ताओं
Isles,द्वीप समूह
dictates,बातें
pies,पाईज़
Thebes,थेबेस
arid,शुष्क
corporations,निगमों
seas,सागरों
Elder,ज्येष्ठ
chasm,खाई
masters,मास्टर्स
straits,जलडमरूमध्य
weaknesses,कमजोरियों
Herzen,बगुला
ceasing,स्थगित
ducats,डुकाते हैं
overgrown,ऊंचा हो गया हुआ
despotic,निरंकुश
edged,धार
hysterical,उन्माद
mo,एमओ
pauvres,पौवारे
traps,जाल
ar,एआर
birch,सन्टी
buck,बक
extensively,बड़े पैमाने पर
gute,शोक
robbing,लूटना
exploit,"शोषण, अनुचित लाभ उठाना"
Seigneur,ज़मींदार
NOTES,टिप्पणियाँ
moaned,कराही
actuated,का हाथ
countenances,मुंह
attitude,रवैया
intrusion,अतिक्रमण
estimates,अनुमान
held,आयोजित
regret,खेद
Electricity,बिजली
hearing,सुनवाई
degenerate,पतित
truer,अधिक वास्तविक
wreaths,पुष्पमालाएं
Carteret,कार्टरेट
Market,बाजार
hens,मुर्गियाँ
ram,राम
Dem,डेम
undo,पूर्ववत
rapids,उतार
spotless,स्वच्छ
variance,झगड़ा
Breton,ब्रेटन
Gloucester,ग्लॉस्टर
approach,पहुंच
afterward,इसके बाद
Fairfax,फेयरफैक्स
battalions,बटालियनों
papal,कैथोलिक
rust,जंग
Nathan,नाथन
penser,पैंसर
quo,यथास्थिति
assis,गधा
bloodshed,रक्तपात
contrary,विरोध
eventful,घटनेवाला
habits,आदतों
arriver,यह आने क
gingen,लिंग
masse,सामूहिक रूप से
specifically,विशेष रूप से
Evan,इवान
Imagine,कल्पना कीजिए
Railway,रेलवे
repressed,स्तंभित
Nellie,नेली
attempt,प्रयास
tranquille,शांत करनेवाला
executioner,जल्लाद
quartered,quartered
morte,मोर्टे
William,विलियम
Revolution,क्रांति
hull,पतवार
rocked,हिल
Beaufort,ब्यूफोर्ट
hvad,हवद
ojos,ओजोस
patient,मरीज़
strolling,आवारा
champions,चैंपियन
comical,अनोखा
ravages,प्रकोपों
Beauchamp,बेऔचंप
disgust,घृणा
disturbances,गड़बड़ी
film,फ़िल्म
Beethoven,बीथोवेन
vapour,भाप-
Hetty,हेट्टी
Sue,मुक़दमा चलाना
Corn,मक्का
degrees,डिग्री
fete,उत्सव
shrieking,लगाना
triumphal,विजयी
denote,निरूपित
hombres,सजातीय
quid,रुपये
restlessness,बेचैनी
acquitted,बरी कर दिया
caractère,caractÃ¨re
repel,पीछे हटाना
Catharine,कैथरिन
impious,बेईमान
tog,कपड़ा
Marseilles,मार्सिले
lookin',यहां देखो'
pt,पीटी
depart,रवाना होना
hourly,प्रति घंटा
ingen,इन्जेन
siempre,सिमेपर
sponge,स्पंज
wanderer,रमता जोगी
Ou,कहां
axes,कुल्हाड़ियों
facilitate,की सुविधा
initiated,शुरू की
shrug,कंधे उचकाने की क्रिया
stimulate,प्रोत्साहित करना
veterans,दिग्गजों
worst,सबसे खराब
Change,परिवर्तन
athletic,पुष्ट
effects,प्रभाव
Anyway,वैसे भी
Harper's,हार्पर का
disasters,आपदाओं
Birth,जन्म
wins,जीत
conduite,संघनित करना
downfall,पतन
yarn,धागा
tumble,लुढ़क
betimes,पहले ही
Stevens,स्टीवंस
revenir,बदला लेने वाला
Cause,वजह
bethought,शर्त लगाई
HTML,एचटीएमएल
immovable,अचल
komen,कोमेन
Philistines,पलिश्तियों
archers,तीरंदाजों
penitent,अनुतापी
refresh,ताज़ा करना
seront,सीरंट
attaining,को प्राप्त
completing,पूरा
imagined,कल्पना
consuming,उपभोक्ता
priceless,अमूल्य
chasing,पीछा
performance,प्रदर्शन
violate,का उल्लंघन
importation,आयात
montrer,मोंटराकर
epithet,विशेषण
lightness,लपट
prized,बेशकीमती
stipulated,निर्धारित
Thinking,विचारधारा
flitted,झूलते रहे
straightforward,सरल
prise,पुरस्कार
theory,सिद्धांत
wistfully,उत्साह से
agreeing,सहमत होने से
Hubert,हुबर्ट
conflicts,संघर्ष
Wit,बुद्धि
genoux,genoux
prosper,प्रोस्पर
entertainments,एंटरटेनमेंट
flower,फूल
goes,जाता है
stoutly,सबल
Sinn,सिन
grating,कर्कश
affinity,आत्मीयता
striped,धारीदार
Fernando,फर्नांडो
fuhr,फुहार
Case,मामला
intoxication,नशा
leader,नेता
offence,अपमान
vouloir,वौलिर
colder,ठंडा
Desire,मंशा
covert,प्रच्छन्न
responsibility,ज़िम्मेदारी
Crawley,क्रॉले
Marechal,मारेचल
hazardous,खतरनाक
ruthless,क्रूर
vex,तंग करना
Sharp,तेज़
smells,बदबू आ रही है
insert,डालने
Osborne,ओसबोर्न
Flowers,फूल
Ihre,इहरे
Real,असली
Yale,येल
platform,मंच
skilfully,कुशलतापूर्वक
splash,छप छप
bonnes,अलाव
purified,शुद्ध किया हुआ
atom,परमाणु
clustered,क्लस्टर
Bacon,सूअर का मांस
Records,अभिलेख
pounded,बढ़ा
N.Y.,एन .वाय।
discrimination,भेदभाव
composition,रचना
drivers,ड्राइवरों
fun,आनंद
gegeben,जगेबान
lonesome,एकाकी
sharpened,तेज
versed,तजुर्बेकार
aspire,महत्त्वाकांक्षा करना
unaffected,अप्रभावित
bride,दुल्हन
offending,हमलावर
Claire,क्लेयर
Elles,एल्स
Pericles,पेरिक्लेस
plate,प्लेट
Joe,जो
calmer,शांत
henne,मुर्गी
palais,पेले
repugnance,घृणा
Gone,गया हुआ
notably,विशेष रूप से
unarmed,निहत्था
Krishna,कृष्णा
unwise,मूर्ख
Preston,प्रेस्टन
courtly,सभ्य
Democrats,डेमोक्रेट
abounding,लाजिमी है
triumphed,विजय
ascetic,तपस्वी
Fogg,कोहरा
dishonest,बेईमान
joking,मजाक कर रहा है
parfois,parfois
livid,जर्द
visionary,काल्पनिक
Chronicle,इतिवृत्त
Brian,ब्रायन
peremptory,आज्ञसूचक
poverty,दरिद्रता
sympathize,सहानुभूति रखते हे
clutch,क्लच
heretics,विधर्मियों
salad,सलाद
ambush,घात लगाना
lavished,बहुतायत
mates,साथी
nehmen,नेहमन
adhere,पालन ​​करना
lining,परत
profited,फायदा
quarry,शिकार
cavaliers,कैवेलियर्स
cite,अदालत में तलब करना
directly,सीधे
boven,बुदबुदाया हुआ
fortresses,किले
genteel,ललित
Voice,आवाज़
conviction,दोषसिद्धि
douze,डोज देना
gettin',मिल रहा है
l'argent,लारजेंट
Dagobert,Dagobert
prerogative,विशेषाधिकार
priori,प्रायोरी
yelling,चिल्ला
terwijl,terwijl
Pertaining,संबंधित
breathes,साँस लेता है
hearken,मेरी सुनो
kyllä,kyllÃ¤
stalks,डंठल
fit,फिट
ignoring,अनदेखी
ma'am,महोदया
meats,मांस
Nyt,नित
useful,उपयोगी
broadcast,प्रसारण
swamps,दलदलों
credited,श्रेय
eligible,योग्य
matched,मिलान किया
feeds,फ़ीड
morale,हौसला
tante,तन्त्र
Op,सेशन
corresponds,मेल खाती है
gust,झोंका
match,मेल खाते हैं
wench,लड़की
Religious,धार्मिक
jovial,उल्लासपूर्ण
Chase,पीछा
August,अगस्त
darts,डार्ट
Embassy,दूतावास
Jonson,जोंसन
etwa,एतवा
Jon,जॉन
Main,मुख्य
Newcastle,न्यूकासल
preferring,पसंद करते हैं
bounces,बाउंस
considered,माना
disturbed,व्याकुल
feasting,दावत
Brown's,भूरा का
Colonies,कालोनियों
person's,व्यक्ति का
Glad,प्रसन्न
enquire,पूछताछ
habit,आदत
reverently,आदर
crumpled,उखड़ा हुआ
unfavourable,प्रतिकूल
fossil,जीवाश्म
sacrificing,त्याग
tinged,रंग
spouse,पति या पत्नी
destiny,भाग्य
Consuelo,कोंसुअलो
expulsion,निष्कासन
mercury,बुध
tragedy,शोकपूर्ण घटना
'l,'ल
respite,मोहलत
branches,शाखाओं
flitting,फड़फड़ाता हुआ
loop,लूप
mayest,जिस से तेरा
authoritative,आधिकारिक
earnings,आय
fiddle,बेला
injury,चोट
empress,महारानी
ironical,विडंबना
frame,ढांचा
portes,पोर्तेस
pouvaient,चौका देनेवाला
expand,विस्तार
firmly,दृढ़ता से
wearisome,थकाऊ
Rob,लूटना
shyness,शर्म
stad,स्टेडियम
tolerate,सहन
mass,द्रव्यमान
Sparta,स्पार्टा
faithless,बेवफ़ा
flats,फ्लैटों
menschen,मेन्सचेन
upstairs,ऊपर
tubes,ट्यूबों
warnings,चेतावनी
Monroe,मोनरो
wrists,कलाई
roam,इधर-उधर भटकना
d'ye,डीए
